id,address,bStatus,createTime,gMapLink,latitude,longitude,name,noOfReviews,phone,rating,site,timings,distance_from_reference_km
00InvJa6NE6mrxeNAXJ5,"303, 3rd Floor, National Corporate Park, Great Eastern Rd, opp. Maruti Business Park, Geeta Nagar, Choubey Colony, Ramkund, Raipur, Chhattisgarh 492001, India",OPERATIONAL,2025-07-19T09:32:15+00:00,https://maps.google.com/?cid=16771366011528155050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,21.244234,81.6111283,Art Eyes Raipur,55,+91 98113 97520,4.7,http://www.arteyesindia.com/,"Monday: 10:30 AM – 4:30 PM,Tuesday: 10:30 AM – 4:30 PM,Wednesday: 10:30 AM – 4:30 PM,Thursday: 10:30 AM – 4:30 PM,Friday: 10:30 AM – 4:30 PM,Saturday: 10:30 AM – 2:00 PM,Sunday: Closed",929.35
072sTNFc3xfP0JtDFF91,"Ug4, shanti madhuvan plaza, Delhi Gate Rd, near pushpanjali hospital, Hariparwat, Professors Colony, Civil Lines, Agra, Uttar Pradesh 282010, India",OPERATIONAL,2025-07-19T02:32:15+00:00,https://maps.google.com/?cid=13519867262749625600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,27.1971687,77.9965037,Drsawhney's superspeciality Dental and orthodontic centre,23,+91 84491 59999,4.8,,"Monday: 11:00 AM – 7:30 PM,Tuesday: 11:00 AM – 7:30 PM,Wednesday: 11:00 AM – 7:30 PM,Thursday: Closed,Friday: 11:00 AM – 7:30 PM,Saturday: 11:00 AM – 7:30 PM,Sunday: 11:00 AM – 7:30 PM",175.1
0Riwg4bCb5H4U9do0eFL,"No 2, 198/2C (K1, near AIIMS Road, Saket Nagar, Habib Ganj, Bhopal, Madhya Pradesh 462024, India",OPERATIONAL,2025-07-19T22:32:34+00:00,https://maps.google.com/?cid=18412216517397489888&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,23.2126391,77.4580249,In Motion Prosthetics & Orthotics Center (Artificial Limb Center),81,+91 99909 23923,5.0,http://www.inmotionprosthetic.com/,"Monday: 9:30 AM – 7:00 PM,Tuesday: 9:30 AM – 7:00 PM,Wednesday: 9:30 AM – 7:00 PM,Thursday: 9:30 AM – 7:00 PM,Friday: 9:30 AM – 7:00 PM,Saturday: 9:30 AM – 7:00 PM,Sunday: Closed",598.91
0cJ6jQTvbPsuiheP9Fwr,"4-2-222 10, 11, Bhavani ganesh Complex, near Auto Matrix Showroom, Bejai, Mangaluru, Karnataka 575004, India",OPERATIONAL,2025-07-19T10:32:11+00:00,https://maps.google.com/?cid=8693457071230014283&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,12.8856606,74.8440274,Fit Well Artificial Limb Center,51,+91 87470 32865,4.8,https://www.fitwelllimbcenter.in/,"Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 7:00 PM,Wednesday: 10:00 AM – 7:00 PM,Thursday: 10:00 AM – 7:00 PM,Friday: 10:00 AM – 7:00 PM,Saturday: 10:00 AM – 7:00 PM,Sunday: Closed",1758.59
0g7256o3rSdmKlmMH96z,"GV3Q+87P, Wanowrie, Pune, Maharashtra 411040, India",OPERATIONAL,2025-07-18T16:32:09+00:00,https://maps.google.com/?cid=14280157526559127940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,18.5033444,73.8881915,"Artificial Limb Centre, Pune ( ALC Pune )",68,+91 20 2633 3817,4.5,https://afmc.nic.in/Departments/Hospitals/alc.html,"Monday: 8:00 AM – 4:30 PM,Tuesday: 8:00 AM – 4:30 PM,Wednesday: 8:00 AM – 1:30 PM,Thursday: 8:00 AM – 4:30 PM,Friday: 8:00 AM – 4:30 PM,Saturday: 8:00 AM – 1:30 PM,Sunday: Closed",1169.78
0ggB27T4kT1aGVGok3xL,"8-2-248/1/7/24, Mothi Nagar, Nagarjuna Hills, Punjagutta, Hyderabad, Telangana 500082, India",OPERATIONAL,2025-07-18T12:32:22+00:00,https://maps.google.com/?cid=9600412883979942937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,17.4269354,78.4506235,ENDOLITE INDIA LIMITED (HYDERABAD),180,+91 93924 85609,4.6,https://www.endoliteindia.com/,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: 9:30 AM – 6:00 PM,Sunday: Closed",1245.41
0nP7D4MLGypTeOv0KgMS,"Om Hospital 1 A 12, New Rajeev Gandhi Nagar, SFS Colony, Talwandi, Kota, Rajasthan 324005, India",OPERATIONAL,2025-07-18T14:32:10+00:00,https://maps.google.com/?cid=18255605811602268579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,25.1533404,75.8496408,Dr. Manish Garg- Orthopedist In Kota,9,,3.4,https://drmanishgarg.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu,"Monday: 10:00 AM – 8:00 PM,Tuesday: 10:00 AM – 8:00 PM,Wednesday: 10:00 AM – 8:00 PM,Thursday: 10:00 AM – 8:00 PM,Friday: 10:00 AM – 8:00 PM,Saturday: 10:00 AM – 8:00 PM,Sunday: 10:00 AM – 8:00 PM",406.52
0ryAj8Aqe315c0DSWaNk,"Old No 1350, New No 24, 1st Floor, 32nd E Cross Rd, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041, India",OPERATIONAL,2025-07-18T11:32:08+00:00,https://maps.google.com/?cid=14571910319375340359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,12.9269017,77.5957233,Kshemaa prosthetics and orthotics,305,+91 88847 77562,4.9,https://kshemaa.in/,"Monday: 10:00 AM – 9:00 PM,Tuesday: 10:00 AM – 9:00 PM,Wednesday: 10:00 AM – 9:00 PM,Thursday: 10:00 AM – 9:00 PM,Friday: 10:00 AM – 9:00 PM,Saturday: 10:00 AM – 9:00 PM,Sunday: 10:00 AM – 9:00 PM",1737.32
12JyR4whOkg8zd0bJ3JN,"Prasanth Nagar-Pongumoodu Rd, Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011, India",OPERATIONAL,2025-07-19T03:32:20+00:00,https://maps.google.com/?cid=292845514575389000&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,8.534947,76.9277224,L. MUTHUKRISHNAN'S ORTHOTIC APPLIANCES CENTRE,35,+91 471 255 1706,3.5,,"Monday: 9:30 AM – 7:30 PM,Tuesday: 9:30 AM – 7:30 PM,Wednesday: 9:30 AM – 7:30 PM,Thursday: 9:30 AM – 7:30 PM,Friday: 9:30 AM – 7:30 PM,Saturday: 9:30 AM – 7:30 PM,Sunday: Closed",2222.86
15sVkuummFMDfVSxQHHu,"1/1, 1st Cross Rd, opposite Sharada Health Care, Shankarapuram, Shankarapura, Bengaluru, Karnataka 560004, India",OPERATIONAL,2025-07-18T11:32:35+00:00,https://maps.google.com/?cid=5895809448484935616&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,12.9531451,77.5719375,Ashwini Artificial Limb Center,6,+91 98454 35339,4.8,,"Monday: 12:00 – 9:00 PM,Tuesday: 12:00 – 9:00 PM,Wednesday: 12:00 – 9:00 PM,Thursday: 12:00 – 9:00 PM,Friday: 12:00 – 9:00 PM,Saturday: 12:00 – 9:00 PM,Sunday: Closed",1734.36
16lzWc9DI43juM5WBBXA,"OPP:DHANYA MISSION HOSPITAL, JUNCTION, Chalakudy, Potta, Kerala 680722, India",OPERATIONAL,2025-07-18T16:32:12+00:00,https://maps.google.com/?cid=5057503085110321914&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,10.3308319,76.3236714,TRUE SHAPE ORTHOPEDIC FOOTWEAR,15,,4.7,,"Monday: 9:30 AM – 7:30 PM,Tuesday: 9:30 AM – 7:30 PM,Wednesday: 9:30 AM – 7:30 PM,Thursday: 9:30 AM – 7:30 PM,Friday: 9:30 AM – 7:30 PM,Saturday: 9:30 AM – 7:30 PM,Sunday: Closed",2026.14
1DURmbrI3qydPdrz1eiH,"Duplex, 1, C P Nagar Rd, beside New Satadhar Complex, Part - 1, CP Nagar 2, Bhuyangdev, Ahmedabad, Gujarat 380061, India",OPERATIONAL,2025-07-19T22:32:15+00:00,https://maps.google.com/?cid=15236203425554308859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,23.0642321,72.5387368,Bionis Prosthetics & Orthotics,730,+91 79843 64403,5.0,,"Monday: 9:30 AM – 6:30 PM,Tuesday: 9:30 AM – 6:30 PM,Wednesday: 9:30 AM – 6:30 PM,Thursday: 9:30 AM – 6:30 PM,Friday: 9:30 AM – 6:30 PM,Saturday: 9:30 AM – 6:30 PM,Sunday: Closed",772.6
1ReeqEJ4gtxAOabmVeDs,"Duplex, 1, C P Nagar Rd, beside New Satadhar Complex, Part - 1, CP Nagar 2, Bhuyangdev, Ahmedabad, Gujarat 380061, India",OPERATIONAL,2025-07-18T21:32:08+00:00,https://maps.google.com/?cid=15236203425554308859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,23.0642321,72.5387368,Bionis Prosthetics & Orthotics,731,+91 79843 64403,5.0,,"Monday: 9:30 AM – 6:30 PM,Tuesday: 9:30 AM – 6:30 PM,Wednesday: 9:30 AM – 6:30 PM,Thursday: 9:30 AM – 6:30 PM,Friday: 9:30 AM – 6:30 PM,Saturday: 9:30 AM – 6:30 PM,Sunday: Closed",772.6
1WjcdscVkuROrEd4p6Vy,"117/141, GARGI SAHARDA APARTMENT NEAR SHOBHAN CHAURAH, Sharda Nagar, Kanpur, Uttar Pradesh 208024, India",OPERATIONAL,2025-07-18T15:32:10+00:00,https://maps.google.com/?cid=13784041691790618960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,26.4871421,80.2863345,Re-Life Health Care,15,+91 87892 25672,4.9,,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: 9:30 AM – 6:00 PM,Sunday: Closed",384.57
1aKgaxfdnx6eGIwbOM8Y,"K-2/251,Kalinga Nagar, Ghatikia, Bhubaneswar, Paikarapur, Odisha 751003, India",OPERATIONAL,2025-07-19T11:32:38+00:00,https://maps.google.com/?cid=16473889110318163020&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,20.2723581,85.7578343,Deemun Rehabilitation services,8,,5.0,,"Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 7:00 PM,Wednesday: 10:00 AM – 7:00 PM,Thursday: 10:00 AM – 7:00 PM,Friday: 10:00 AM – 7:00 PM,Saturday: 10:00 AM – 7:00 PM,Sunday: Closed",1266.0
1aNOwvDs6yFxfcH7dB18,"C-1, B-183, B Block, Pocket B, Sector 19, Noida, Uttar Pradesh 201301, India",OPERATIONAL,2025-07-19T04:32:28+00:00,https://maps.google.com/?cid=17958103493843021599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,28.5784079,77.3243619,Fusion Rehab Innovation Clinic,26,+91 88267 12631,5.0,http://www.fusionrehab.in/,"Monday: 11:00 AM – 6:00 PM,Tuesday: 11:00 AM – 6:00 PM,Wednesday: 11:00 AM – 6:00 PM,Thursday: 11:00 AM – 6:00 PM,Friday: 11:00 AM – 6:00 PM,Saturday: 11:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",11.95
1gwGbv6LuAbQXne0j7Ma,"8X4W+7HR, Near Gurubag Trimuhani, Gurubagh, Kamacha, Varanasi, Uttar Pradesh 221002, India",OPERATIONAL,2025-07-19T05:32:29+00:00,https://maps.google.com/?cid=1696851999505600649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,25.305746,82.99638,Centre For Joint Replacement And Eye Care,1,+91 95066 95701,5.0,,"Monday: 10:00 AM – 6:00 PM,Tuesday: 10:00 AM – 6:00 PM,Wednesday: 10:00 AM – 6:00 PM,Thursday: 10:00 AM – 6:00 PM,Friday: 10:00 AM – 6:00 PM,Saturday: 10:00 AM – 6:00 PM,Sunday: 10:00 AM – 6:00 PM",681.43
21NCdi61Upr1zUQh3gyX,"Kumar Pinnacle, Tadiwala Rd, Lumbini Nagar, Sangamvadi, Pune, Maharashtra 411001, India",OPERATIONAL,2025-07-18T16:32:46+00:00,https://maps.google.com/?cid=15706098160435381863&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,18.5356224,73.8717303,OrthoPro,1,+91 95039 77151,5.0,,"Monday: 9:00 AM – 7:00 PM,Tuesday: 9:00 AM – 7:00 PM,Wednesday: 9:00 AM – 7:00 PM,Thursday: 9:00 AM – 7:00 PM,Friday: 9:00 AM – 7:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 10:00 AM – 12:00 PM",1166.84
2LTUZhRdOnZRM8kkBlNp,"Batala Rd, opposite PWD Office, Near Celebration Mall, Gagan Colony, Amritsar, Punjab 143001, India",OPERATIONAL,2025-07-19T06:32:11+00:00,https://maps.google.com/?cid=5189438515746515729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,31.6391565,74.8898677,Bhupinder Artificial Limbs Center,1,+91 98145 46186,5.0,,"Monday: 9:00 AM – 10:00 PM,Tuesday: 9:00 AM – 10:00 PM,Wednesday: 9:00 AM – 10:00 PM,Thursday: 9:00 AM – 10:00 PM,Friday: 9:00 AM – 10:00 PM,Saturday: 9:00 AM – 10:00 PM,Sunday: 9:00 AM – 10:00 PM",402.97
2Ur4phUl2iTbxkJdrZCm,"34/7D, D Gupta Ln, Sinthee, Kolkata, West Bengal 700050, India",OPERATIONAL,2025-07-17T14:55:35+00:00,https://maps.google.com/?cid=4256026234780164285&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.6279145,88.3876519,REKON,12,+91 98301 28617,4.7,,"Monday: 11:00 AM – 6:00 PM,Tuesday: 11:00 AM – 6:00 PM,Wednesday: 11:00 AM – 6:00 PM,Thursday: 11:00 AM – 6:00 PM,Friday: 9:00 AM – 5:00 PM,Saturday: 11:00 AM – 4:00 PM,Sunday: Closed",1302.93
2aprRNzMVdhLBCuYYW0H,"La Lumiere Building, NH 66, S N Madam, Muzhappilangad, Kerala 670662, India",OPERATIONAL,2025-07-19T20:32:06+00:00,https://maps.google.com/?cid=13538925557106931523&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,11.7936856,75.4537261,RELIEVE REHABILITATION AND ARTIFICIAL LIMB CENTRE,1,+91 85903 77283,5.0,https://www.relieverehab.com/,"Monday: 10:00 AM – 5:00 PM,Tuesday: 10:00 AM – 5:00 PM,Wednesday: 10:00 AM – 5:00 PM,Thursday: 10:00 AM – 5:00 PM,Friday: 10:00 AM – 5:00 PM,Saturday: 10:00 AM – 5:00 PM,Sunday: Closed",1871.14
2dCZi3tA87ls3aVzFwgK,"#5, Sriram Nagar 1st Street, Adithi Colony, Sriram Nagar, Porur, Chennai, Tamil Nadu 600116, India",OPERATIONAL,2025-07-18T11:32:17+00:00,https://maps.google.com/?cid=9246019397198700352&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,13.0273774,80.1689951,Sun Orthotics and Prosthetics Centre,109,+91 44 2252 3545,4.6,http://www.sunorthotics.com/,"Monday: 9:00 AM – 6:00 PM,Tuesday: 9:00 AM – 6:00 PM,Wednesday: 9:00 AM – 6:00 PM,Thursday: 9:00 AM – 6:00 PM,Friday: 9:00 AM – 6:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: Closed",1752.79
2jr3mj1D02AmSFkgWZ6b,"No 5, Mothilal 2nd St, Melaponnagaram, Shanmuganathapuram, Arappalayam, Madurai, Tamil Nadu 625016, India",OPERATIONAL,2025-07-18T21:32:16+00:00,https://maps.google.com/?cid=5467748621983374940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,9.9325457,78.1063321,Lakshmi Ortho Prosthetics and Orthotics Centre,7,,4.4,,"Monday: 10:00 AM – 8:30 PM,Tuesday: 10:00 AM – 8:45 PM,Wednesday: 10:00 AM – 9:00 PM,Thursday: 10:00 AM – 9:00 PM,Friday: 10:00 AM – 8:45 PM,Saturday: 10:00 AM – 8:30 PM,Sunday: Closed",2070.21
2nqwn3VXkobkBPwmL6Ts,"7RG5+QQ6, next to KSHB Flats, P.O, Chevarambalam, Kozhikode, Kerala 673017, India",OPERATIONAL,2025-07-19T04:32:12+00:00,https://maps.google.com/?cid=5575787277178739131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,11.2764596,75.8099147,"Pace Rehabilitation, Research & Artificial Limb Center",25,+91 98477 66845,4.7,,"Monday: 10:00 AM – 6:00 PM,Tuesday: 10:00 AM – 6:00 PM,Wednesday: 10:00 AM – 6:00 PM,Thursday: 10:00 AM – 6:00 PM,Friday: 10:00 AM – 6:00 PM,Saturday: 10:00 AM – 6:00 PM,Sunday: Closed",1924.95
30yBIqq7Z8PIhUTJNYNa,"B/1/H/8, Raja Janmenjoy Road, Kulia, Beleghata, Kolkata, West Bengal 700010, India",OPERATIONAL,2025-07-18T10:58:11+00:00,https://maps.google.com/?cid=16076576071352361930&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.5613475,88.3991933,HEAL WELL PROSTHETICS AND ORTHOTICS ( Advance Artificial Limb Centre),114,+91 89026 21455,5.0,,"Monday: 10:00 AM – 7:00 PM,Tuesday: 10:00 AM – 7:00 PM,Wednesday: 10:00 AM – 7:00 PM,Thursday: 10:00 AM – 7:00 PM,Friday: 10:00 AM – 7:00 PM,Saturday: 9:30 AM – 7:30 PM,Sunday: Closed",1307.95
3HDWpRHjjN0G7A6Rn7nN,"SLC 2nd type, LIG Colony Rd, Anna Nagar, Madurai, Sathamangalam, Tamil Nadu 625020, India",OPERATIONAL,2025-07-18T21:32:10+00:00,https://maps.google.com/?cid=10759964462498491213&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,9.9186927,78.1491708,Unity Gait Prosthetics & Orthotics,36,+91 97471 72296,5.0,,"Monday: 9:30 AM – 5:30 PM,Tuesday: 9:30 AM – 5:30 PM,Wednesday: 9:30 AM – 5:30 PM,Thursday: 9:30 AM – 5:30 PM,Friday: 9:30 AM – 5:30 PM,Saturday: 9:30 AM – 4:00 PM,Sunday: Closed",2071.95
3OEA6ObRpqOijcTEJ18S,"31/990, near Punjab National Bank, Katora Talab, Civil Lines, Raipur, Chhattisgarh 492001, India",OPERATIONAL,2025-07-19T09:32:18+00:00,https://maps.google.com/?cid=7144903105599295788&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,21.233549,81.6537589,Samarth artificial limb centre,9,,5.0,,"Monday: 10:30 AM – 7:00 PM,Tuesday: 10:30 AM – 7:00 PM,Wednesday: 10:30 AM – 7:00 PM,Thursday: 10:30 AM – 7:00 PM,Friday: 10:30 AM – 7:00 PM,Saturday: 10:30 AM – 2:00 PM,Sunday: Closed",932.46
3aHydoxYXjlgcUYblHRE,"D/42, Amar Gyan Industrial Estate, Khopat Rd, opposite Bus Stand, Khopat, Thane West, Thane, Maharashtra 400601, India",OPERATIONAL,2025-07-19T01:32:19+00:00,https://maps.google.com/?cid=546799079355482248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,19.2017499,72.9740615,Pro Ortho Perfect India Pvt. Ltd.,131,+91 22 2547 4063,4.5,http://www.pro-orthoindia.com/,"Monday: 9:30 AM – 7:30 PM,Tuesday: 9:30 AM – 7:30 PM,Wednesday: 9:30 AM – 7:30 PM,Thursday: 9:30 AM – 7:30 PM,Friday: 9:30 AM – 7:30 PM,Saturday: 9:30 AM – 7:30 PM,Sunday: 10:00 AM – 8:00 PM",1127.84
3eUTQ02w45OAR2mV2VEQ,"Five Three One Mehta, Besides, Old Vadilal Sarabhai Hospital, Five roads, near Town Hall, Ellisbridge, Ahmedabad, Gujarat 380006, India",OPERATIONAL,2025-07-18T12:32:34+00:00,https://maps.google.com/?cid=7831709561742051820&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,23.02139,72.5714198,Dr Harshit Shah's Prosthetic and Artificial Eye Centre,34,+91 99135 58018,5.0,http://drharshitshah.in/,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Closed",774.46
3h5cY3Nr2pYZ3BS7K0tA,"Suyojit City Centre, G-8, below Shatabdi Hospital, Mumbai Naka, Renuka Nagar, Nashik, Maharashtra 422002, India",OPERATIONAL,2025-07-18T20:32:22+00:00,https://maps.google.com/?cid=4891149364352839979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,19.9882409,73.7837617,Dr Rahul Ahirrao MDS (Maxillofacial Prosthodontist & TMJ Disorder - Cranio-facial pain treatment specialist),75,+91 96040 44982,4.5,https://www.drrahulahirraotmjspecialist.in/,"Monday: 10:00 AM – 9:00 PM,Tuesday: 10:00 AM – 9:00 PM,Wednesday: 10:00 AM – 9:00 PM,Thursday: 10:00 AM – 9:00 PM,Friday: 10:00 AM – 9:00 PM,Saturday: 10:00 AM – 9:00 PM,Sunday: Closed",1016.53
3jM1MhZV7nOyrka0NxBA,"37, Teacher's Colony, Gun Rock Rd, Ward No 7 Secunderabad, Teachers Colony, Tirumalagiri, Secunderabad, Telangana 500015, India",OPERATIONAL,2025-07-18T12:32:34+00:00,https://maps.google.com/?cid=13962832985734961027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,17.4801954,78.5013987,Reboot Orthocare,51,+91 70970 99498,4.9,https://www.rebootorthocare.com/,"Monday: 10:00 AM – 6:00 PM,Tuesday: 10:00 AM – 6:00 PM,Wednesday: 10:00 AM – 6:00 PM,Thursday: 10:00 AM – 6:00 PM,Friday: 10:00 AM – 6:00 PM,Saturday: 10:00 AM – 6:00 PM,Sunday: Closed",1240.09
3rY0D8VQM80z98t4shj3,"20, 11th Main Road, Aurobindo Marg, Vishya Bank Colony, DK Naik Nagar, Jayanagar, Bengaluru, Karnataka 560011, India",OPERATIONAL,2025-07-18T11:32:25+00:00,https://maps.google.com/?cid=3922936618416458651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,12.9182301,77.5860022,Cyborg Future Health Care,24,,5.0,,"Monday: 8:00 AM – 6:00 PM,Tuesday: 8:00 AM – 6:00 PM,Wednesday: 8:00 AM – 6:00 PM,Thursday: 8:00 AM – 6:00 PM,Friday: 8:00 AM – 6:00 PM,Saturday: 8:00 AM – 2:00 PM,Sunday: Closed",1738.25
3ys9icul4UFaywbdzfDo,"F376+MH2, Summair Club Road, Jamnagar, Gujarat 361005, India",OPERATIONAL,2025-07-19T18:32:15+00:00,https://maps.google.com/?cid=17057661759365946613&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.4641687,70.0614682,Parishram oral maxillofacial & Dental Hospital,20,+91 91731 17388,4.8,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 9:00 PM,Sunday: 9:00 AM – 1:00 PM",989.56
403Y87GNzx87rscOJPM7,"Bandhan Apartment, 231, Dum Dum Park, Kolkata, West Bengal 700055, India",OPERATIONAL,2025-07-18T10:58:36+00:00,https://maps.google.com/?cid=12159046300510594788&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,22.6096452,88.4151592,Istina MediScience Llp,12,+91 80178 73812,5.0,,"Monday: 10:30 AM – 6:30 PM,Tuesday: 10:30 AM – 6:30 PM,Wednesday: 10:30 AM – 6:30 PM,Thursday: 10:30 AM – 6:30 PM,Friday: 10:30 AM – 6:30 PM,Saturday: 10:30 AM – 6:30 PM,Sunday: Closed",1306.41
45MLobkEJYBKuJ68oSYt,"HIG-17, BDA Colony, Gajapati Nagar, BDA Colony, Doordarshan Colony, Jayadev Vihar, Bhubaneswar, Odisha 751013, India",OPERATIONAL,2025-07-19T11:32:09+00:00,https://maps.google.com/?cid=17452077916024808734&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,20.2988713,85.824406,Endolite India Ltd (Bhubaneswar),27,+91 96681 82057,4.8,https://endoliteind.in/,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: Closed,Sunday: Closed",1268.42
485e142m3pcsuDDx4qnB,"B-36/4-19 Ramapuri colony, Opp. Rameshwaram vatika, near Sankat Mochan Mandir, Durgakund, Tulsi Manas Mandir Colony, Sankata Mochan Leprosy, Varanasi, Uttar Pradesh 221005, India",OPERATIONAL,2025-07-19T05:32:08+00:00,https://maps.google.com/?cid=11480220929436056119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,25.2835164,82.9990813,Endolite Varanasi,57,+91 74992 74238,5.0,http://www.endoliteindia.com/,"Monday: 9:30 AM – 6:00 PM,Tuesday: 9:30 AM – 6:00 PM,Wednesday: 9:30 AM – 6:00 PM,Thursday: 9:30 AM – 6:00 PM,Friday: 9:30 AM – 6:00 PM,Saturday: Closed,Sunday: 9:30 AM – 6:00 PM",683.02
